"","id","weights","Region","State","Gender","SES","Age","Income","Expenses","Edu","Interest","KnowCat","PartyID","SupportPT","Ideology","VoteInt","PresPref","PresPref.rmdk","Strategic","PresPred_1","PresPred_2","PresPred_3","PredConf","IDParty","PartyID1","PartyID1_Other","IDParty2","PartyID2","PartyID2_Other","VoteInt1","VoteInt1_Other","VoteInt2","VoteInt2_Other","PresPref_Other","KB1c","KB2c","KB3c","KB4c","KB5c","KB6c","KB7c","KB8c","KB9c","KBpca"
"2080",4733,2.2,"Sul","Rio Grande do Sul","Female","C1",47,"R$900 – R$1.199","Often","Colegial completo (3ª série do ensino médio)","Very","Highest",NA,"Support Partially","Don't Know","Don't Know","Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",1,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Very","Não",NA,"","Não",NA,"",NA,"Não sei",NA,NA,"","Correct","Don't Know","Incorrect","Correct","Correct","Correct","Incorrect","Correct","Correct",-1.35325479234159
"2081",4409,2.2,"Sul","Paraná","Female","C1",46,"R$1.200 – R$1.799","Sometimes","Colegial completo (3ª série do ensino médio)","A little","Lowest",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Alvaro Dias (PODE)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Not at all","Não sei",NA,"","Não sei",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2082",3609,2.17,"Nordeste","Alagoas","Male","C2",35,NA,"Rarely","Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Neutral","Don't Know","Null/Blank","Don't Know",NA,NA,"Henrique Meirelles (MDB)","Alvaro Dias (PODE)","João Amoêdo (NOVO)","Not at all","Não",NA,"","Não",NA,"",NA,"Anularei o voto ou votarei em branco",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2083",1474,2.13,"Sudeste","Minas Gerais","Male","D-E",26,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Not at all","Low",NA,"Oppose Totally","Right",NA,"Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Marina Silva (REDE)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Incorrect","Correct","Correct",0.0970571645124638
"2084",4374,2.13,"Sudeste","Rio de Janeiro","Male","D-E",27,"R$1.800 – R$3.399",NA,"Colegial completo (3ª série do ensino médio)","A little","High",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"João Amoêdo (NOVO)","Ciro Gomes (PDT)","Marina Silva (REDE)","Not at all","Não sei",NA,"","Não",NA,"",NA,"",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Don't Know",-0.447870067188413
"2085",4580,2.13,"Sudeste","Rio de Janeiro","Male","D-E",31,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Somewhat","High",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Marina Silva (REDE)","Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","A little","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Correct","Correct","Incorrect","Correct","Don't Know","Don't Know","Correct","Correct","Correct",-0.377051672632107
"2086",4029,2.11,"Norte","Pará","Male","D-E",24,"R$1.800 – R$3.399","Sometimes","Colegial incompleto (até 2ª série do ensino médio)","Very","Low",NA,"Neutral","Don't Know",NA,"Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",NA,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Somewhat","Não sei",NA,"","Não",NA,"",NA,"",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.0381284868173019
"2087",3445,1.93,"Nordeste","Bahia","Female","C2",41,"R$1.800 – R$3.399",NA,"Ensino universitário incompleto ou especialização (técnico após ensino médio)","Not at all","High",NA,"Neutral","Don't Know","Null/Blank","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"",NA,"Anularei o voto ou votarei em branco",NA,NA,"","Correct","Incorrect","Incorrect","Correct","Don't Know","Don't Know","Correct","Correct","Don't Know",-0.344083003705914
"2088",1650,1.93,"Nordeste","Pernambuco","Female","C2",38,"R$900 – R$1.199","Always","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Highest",NA,"Support Partially","Center",NA,"Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",NA,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Somewhat","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Correct","Incorrect","Correct","Correct","Correct",-0.480838736114607
"2089",2467,1.93,"Nordeste","Sergipe","Female","C2",42,"R$1.200 – R$1.799","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Lowest",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","A little","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Incorrect","Incorrect",0.7067299448685
"2090",2000,1.89,"Sudeste","Minas Gerais","Female","D-E",25,"R$1.200 – R$1.799","Sometimes","Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Don't Know","Don't Know","Abstain","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",1,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Somewhat","Não",NA,"","Não",NA,"",NA,"Não irei votar",NA,NA,"Cabo Daciolo (PATRI)","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"2091",709,1.89,"Sudeste","São Paulo","Female","D-E",29,"R$1.200 – R$1.799","Sometimes","Ensino universitário completo","Very","Low",NA,"Oppose Partially","Center",NA,"João Amoêdo (NOVO)","João Amoêdo (NOVO)",NA,"João Amoêdo (NOVO)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Very","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Don't Know",0.0467353794135136
"2092",4532,1.89,"Sudeste","Rio de Janeiro","Female","D-E",30,"R$1.800 – R$3.399","Sometimes","Colegial incompleto (até 2ª série do ensino médio)","Not at all","Lowest","Partido dos Trabalhadores (PT)","Don't Know","Don't Know",NA,"Fernando Haddad (PT)","Fernando Haddad (PT)",NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Somewhat","Não sei",NA,"","Sim","Partido dos Trabalhadores (PT)","",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Incorrect",0.648993056370565
"2093",2670,1.87,"Norte","Pará","Female","D-E",20,"R$900 – R$1.199","Often","Colegial completo (3ª série do ensino médio)","Somewhat","High",NA,"Oppose Partially","Don't Know","Cabo Daciolo (PATRI)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",1,"Geraldo Alckmin (PSDB)","João Amoêdo (NOVO)","Jair Bolsonaro (PSL)","Very","Não",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Incorrect",-0.447870067188413
"2094",3510,1.87,"Norte","Pará","Female","D-E",24,NA,NA,"Colegial completo (3ª série do ensino médio)","A little","Lowest",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Not at all","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"2095",4766,1.76,"Norte","Tocantins","Female","C2",31,"R$600 – R$899","Always","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","Highest",NA,"Support Partially","Center","Guilherme Boulos (PSOL)","Guilherme Boulos (PSOL)","Guilherme Boulos (PSOL)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"",NA,"Guilherme Boulos (PSOL)",NA,NA,"Guilherme Boulos (PSOL)","Correct","Incorrect","Incorrect","Don't Know","Correct","Correct","Incorrect","Correct","Incorrect",-0.905105963965991
"2096",5018,1.7,"Centro Oeste","Goiás","Male","C2",44,"R$1.800 – R$3.399",NA,"Ginásio incompleto (até 7ª série do ensino fundamental)","Very","Lowest","Partido Social Cristão (PSC)","Neutral","Don't Know",NA,"Don't Know",NA,NA,"Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Very","Sim","Partido Social Cristão (PSC)","",NA,NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Incorrect","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2097",4962,1.64,"Sul","Rio Grande do Sul","Male","D-E",31,"R$600 – R$899","Often","Colegial incompleto (até 2ª série do ensino médio)","Somewhat","Low","Outros","Neutral","Don't Know",NA,"Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Somewhat","Sim",NA,"Outros",NA,NA,"",NA,"",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.121418940842445
"2098",3033,1.46,"Sul","Rio Grande do Sul","Female","D-E",28,"R$600 – R$899","Sometimes","Colegial incompleto (até 2ª série do ensino médio)","A little","Lowest",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Henrique Meirelles (MDB)","Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Not at all","Não sei",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"2099",3600,1.46,"Sul","Santa Catarina","Female","D-E",25,"R$1.800 – R$3.399","Often","Pós-graduação incompleto","A little","Highest",NA,"Oppose Partially","Don't Know",NA,"Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","A little","Não",NA,"","Sim",NA,"",NA,"",NA,NA,"","Correct","Correct","Incorrect","Incorrect","Correct","Correct","Correct","Correct","Correct",-1.02136508691733
"2100",1657,1.42,"Sudeste","Minas Gerais","Female","C2",35,"Menos de R$300","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Not at all","Lowest",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Marina Silva (REDE)","Ciro Gomes (PDT)","João Amoêdo (NOVO)","Not at all","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",0.7067299448685
"2101",1958,1.42,"Sudeste","São Paulo","Female","C2",43,"R$1.800 – R$3.399","Always","Primário completo (4ª serie do ensino fundamental)","Not at all","Lowest","Partido dos Trabalhadores (PT)","Support Totally","Don't Know",NA,"Fernando Haddad (PT)","Fernando Haddad (PT)",NA,"Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Henrique Meirelles (MDB)","Very","Não",NA,"","Sim","Partido dos Trabalhadores (PT)","",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"2102",3687,1.42,"Sudeste","Minas Gerais","Female","C2",39,"R$600 – R$899","Sometimes","Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Oppose Totally","Don't Know",NA,"Don't Know",NA,NA,"Henrique Meirelles (MDB)","Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Not at all","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2103",2718,1.4,"Nordeste","Bahia","Male","C1",36,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","A little","Low","Partido Verde (PV)","Support Partially","Don't Know","Abstain","Ciro Gomes (PDT)","Ciro Gomes (PDT)",1,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Very","Sim","Partido Verde (PV)","",NA,NA,"",NA,"Não irei votar",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Incorrect","Correct","Correct",0.0970571645124638
"2104",3171,1.39,"Nordeste","Bahia","Male","D-E",21,"R$1.800 – R$3.399",NA,"Colegial completo (3ª série do ensino médio)","A little","Low",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Alvaro Dias (PODE)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Not at all","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Correct","Don't Know","Incorrect","Incorrect","Incorrect","Incorrect","Incorrect","Correct","Correct",0.121418940842445
"2105",1067,1.28,"Norte","Rondônia","Male","C1",34,"R$900 – R$1.199","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Low",NA,"Support Partially","Left","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não sei",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Correct","Incorrect","Incorrect","Incorrect","Incorrect","Incorrect","Correct","Correct","Correct",0.0381284868173019
"2106",3942,1.24,"Nordeste","Bahia","Female","C1",35,"R$900 – R$1.199","Always","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Low",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Fernando Haddad (PT)","Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Somewhat","Não sei",NA,"","Não",NA,"",NA,"",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"2107",4269,1.24,"Nordeste","Piauí","Female","D-E",22,"R$1.200 – R$1.799","Always","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Low",NA,"Oppose Totally","Don't Know","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Not at all","Não",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"2108",3610,1.24,"Nordeste","Ceará","Female","D-E",24,"Menos de R$300","Always","Colegial incompleto (até 2ª série do ensino médio)","A little","Low",NA,"Oppose Totally","Right","Cabo Daciolo (PATRI)","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"2109",3183,1.24,"Nordeste","Bahia","Female","D-E",23,"Menos de R$300","Always","Colegial completo (3ª série do ensino médio)","Not at all","Low",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Somewhat","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"2110",2447,1.23,"Sul","Santa Catarina","Male","C2",43,"R$1.200 – R$1.799","Always","Ginásio incompleto (até 7ª série do ensino fundamental)","A little","Lowest",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","João Amoêdo (NOVO)","Not at all","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2111",2827,1.23,"Sul","Paraná","Male","C2",36,"R$1.800 – R$3.399","Sometimes","Colegial incompleto (até 2ª série do ensino médio)","A little","Low",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Henrique Meirelles (MDB)","Marina Silva (REDE)","Jair Bolsonaro (PSL)","Not at all","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"2112",2913,1.16,"Nordeste","Pernambuco","Female","C2",32,"R$300 - R$599","Always","Colegial incompleto (até 2ª série do ensino médio)","Not at all","Lowest","Partido Social Cristão (PSC)","Oppose Partially","Center","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"João Amoêdo (NOVO)","Alvaro Dias (PODE)","Marina Silva (REDE)","Not at all","Sim","Partido Social Cristão (PSC)","",NA,NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Don't Know","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"2113",1978,1.16,"Nordeste","Sergipe","Female","C2",25,"R$300 - R$599","Often","Colegial incompleto (até 2ª série do ensino médio)","A little","Highest",NA,"Neutral","Don't Know","Abstain","Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não",NA,"",NA,"Não irei votar",NA,NA,"","Correct","Incorrect","Incorrect","Correct","Don't Know","Correct","Correct","Correct","Correct",-0.917578023434828
"2114",3795,1.16,"Nordeste","Bahia","Female","C2",27,"Menos de R$300","Rarely","Colegial completo (3ª série do ensino médio)","Not at all","Low",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Marina Silva (REDE)","Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Very","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"2115",3890,1.09,"Sul","Paraná","Female","C2",41,"R$1.200 – R$1.799","Rarely","Colegial incompleto (até 2ª série do ensino médio)","Not at all","Low",NA,"Neutral","Don't Know","Don't Know",NA,NA,NA,"Marina Silva (REDE)","Henrique Meirelles (MDB)","Jair Bolsonaro (PSL)","Not at all","Não",NA,"","Não",NA,"",NA,"Não sei",NA,NA,"Neutra","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Don't Know",0.0467353794135136
"2116",3147,1.09,"Sul","Rio Grande do Sul","Female","C2",39,"R$1.200 – R$1.799","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","Low",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Incorrect","Correct","Correct","Don't Know",0.0467353794135136
"2117",3852,1.09,"Sul","Paraná","Female","C2",43,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Not at all","Lowest","Partido dos Trabalhadores (PT)","Neutral","Don't Know",NA,"Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Very","Não sei",NA,"","Sim","Partido dos Trabalhadores (PT)","",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Incorrect","Incorrect","Incorrect","Correct","Correct",0.616024387444372
"2118",4341,1.09,"Centro Oeste","Goiás","Male","D-E",20,"R$600 – R$899","Always","Ginásio incompleto (até 7ª série do ensino fundamental)","Not at all","Low",NA,"Don't Know","Far-right",NA,"Don't Know",NA,NA,"Ciro Gomes (PDT)","João Amoêdo (NOVO)","Marina Silva (REDE)","Not at all","Não sei",NA,"","Não sei",NA,"",NA,"",NA,NA,"","Correct","Incorrect","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Incorrect","Correct",0.17915582934038
"2119",701,1.03,"Sudeste","Rio de Janeiro","Male","C1",40,"R$1.800 – R$3.399",NA,"Colegial completo (3ª série do ensino médio)","Very","Lowest",NA,"Oppose Totally","Right","Null/Blank",NA,NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Not at all","Não",NA,"","Não",NA,"",NA,"Anularei o voto ou votarei em branco",NA,NA,"Nenhum del","Incorrect","Don't Know","Incorrect","Incorrect","Incorrect","Incorrect","Incorrect","Correct","Correct",0.616024387444372
"2120",2234,1.03,"Sudeste","Rio de Janeiro","Male","C1",38,"R$1.800 – R$3.399","Sometimes","Colegial completo (3ª série do ensino médio)","A little","Highest",NA,"Oppose Totally","Don't Know","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Correct","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct",-0.480838736114607
"2121",4980,1.03,"Sudeste","São Paulo","Male","C1",37,"R$1.800 – R$3.399","Sometimes","Ensino universitário completo","Very","Lowest","Partido Social Cristão (PSC)","Neutral","Right","Cabo Daciolo (PATRI)","Alvaro Dias (PODE)","Alvaro Dias (PODE)",1,"Alvaro Dias (PODE)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","A little","Não sei",NA,"","Sim","Partido Social Cristão (PSC)","",NA,"Cabo Daciolo (PATRI)",NA,NA,"","Don't Know","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2122",2349,1.03,"Sudeste","Rio de Janeiro","Male","C1",38,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","A little","Lowest","Partido Socialista Brasileiro (PSB)","Oppose Partially","Don't Know",NA,"Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Very","Não",NA,"","Sim","Partido Socialista Brasileiro (PSB)","",NA,"",NA,NA,"","Don't Know","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Incorrect","Correct",0.673761275942307
"2123",2114,1.02,"Sudeste","Minas Gerais","Male","D-E",19,"R$300 - R$599","Always","Pós-graduação completo ou mais","Not at all","Lowest",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Henrique Meirelles (MDB)","Fernando Haddad (PT)","Not at all","Não",NA,"","Sim",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Don't Know",0.565702602345422
"2124",4521,1.02,"Sudeste","Minas Gerais","Male","D-E",24,"Menos de R$300",NA,NA,"Not at all","Lowest",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"João Amoêdo (NOVO)","Henrique Meirelles (MDB)","Jair Bolsonaro (PSL)","Not at all","Não sei",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",0.7067299448685
"2125",2517,0.97,"Centro Oeste","Distrito Federal","Female","C1",36,"R$3.400 – R$9.999","Never","Ensino universitário completo","Somewhat","High",NA,"Oppose Totally","Right","Abstain",NA,NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não",NA,"",NA,"Não irei votar",NA,NA,"Justificar","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Correct","Correct","Correct","Don't Know",-0.469429195059226
"2126",3429,0.96,"Sudeste","Minas Gerais","Male","C2",30,"R$600 – R$899",NA,"Primário incompleto (até 3ª serie do ensino fundamental)","Not at all","Highest",NA,"Oppose Totally","Don't Know",NA,NA,NA,NA,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Not at all","Não",NA,"","Não",NA,"",NA,"",NA,NA,"eneias","Correct","Correct","Correct","Correct","Correct","Correct","Incorrect","Correct","Correct",-1.45393940807611
"2127",2250,0.96,"Sudeste","Minas Gerais","Male","C2",26,"R$3.400 – R$9.999","Often",NA,"Not at all","Lowest",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Fernando Haddad (PT)","Henrique Meirelles (MDB)","Marina Silva (REDE)","Not at all","Não sei",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"2128",2529,0.96,"Sudeste","Rio de Janeiro","Male","C2",27,"R$1.200 – R$1.799","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Low","Partido Social Liberal (PSL)","Oppose Totally","Left",NA,"Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",NA,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Henrique Meirelles (MDB)","Very","Sim","Partido Social Liberal (PSL)","",NA,NA,"",NA,"",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.0381284868173019
"2129",4979,0.96,"Sudeste","São Paulo","Male","C2",33,"R$1.800 – R$3.399","Never","Primário incompleto (até 3ª serie do ensino fundamental)","Very","Lowest","Partido Socialista Brasileiro (PSB)","Don't Know","Don't Know",NA,"Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",NA,"Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Very","Não",NA,"","Sim","Partido Socialista Brasileiro (PSB)","",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2130",3392,0.91,"Sudeste","Rio de Janeiro","Female","C1",44,NA,"Never",NA,"Not at all","Lowest",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Marina Silva (REDE)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Not at all","Não sei",NA,"","Não sei",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
